Estimate,SE,dfcom,LCI,UCI,term,exposure,modifier1,modifier2,exposure_value,modifier1_value,modifier2_value,outcome,modifier_var
0.17151677671027127,0.03147665231291199,1103853,0.10982253817696377,0.23321101524357876,Contrast 2,COHORTunexposed,sex_categoryFemale,t,1,1,100,bmi,sex_category
0,0,1103847,0,0,Contrast 2,COHORThistorical,age_category18 to 39,t,1,1,0,bmi,age_category
0.32918585240933457,0.07671946336937177,1103847,0.1788157042053659,0.4795560006133032,Contrast 2,COHORTexposed,age_category18 to 39,t,1,1,0,bmi,age_category
-0.0052271123991283865,0.05971074564751184,1103847,-0.1222601738682516,0.11180594906999482,Contrast 2,COHORTunexposed,age_category18 to 39,t,1,1,0,bmi,age_category
0.2152297373943075,0.0720068130997794,1103847,0.07409638371873989,0.3563630910698751,Contrast 2,COHORThistorical,age_category40 to 64,t,1,1,0,bmi,age_category
0.3087724618677856,0.06199864581559606,1103847,0.18725511606921735,0.4302898076663539,Contrast 2,COHORTexposed,age_category40 to 64,t,1,1,0,bmi,age_category
0.2774263577378607,0.04519011240728225,1103847,0.18885373741958747,0.3659989780561339,Contrast 2,COHORTunexposed,age_category40 to 64,t,1,1,0,bmi,age_category
0.2848194320480574,0.08700797426707339,1103847,0.11428380248459352,0.45535506161152123,Contrast 2,COHORThistorical,age_category65 plus,t,1,1,0,bmi,age_category
0.15117904660552273,0.0749057981652346,1103847,0.004363682201662916,0.2979944110093825,Contrast 2,COHORTexposed,age_category65 plus,t,1,1,0,bmi,age_category
0.21663019509946108,0.05029018163888574,1103847,0.11806143908724503,0.3151989511116771,Contrast 2,COHORTunexposed,age_category65 plus,t,1,1,0,bmi,age_category
0.09329273909839182,0.015212184216526637,1103847,0.0634768580339996,0.12310862016278404,Contrast 2,COHORThistorical,age_category18 to 39,t,1,1,100,bmi,age_category
0.2919714210619641,0.05864013667451035,1103847,0.17703675317992382,0.4069060889440044,Contrast 2,COHORTexposed,age_category18 to 39,t,1,1,100,bmi,age_category
-0.02819983175147474,0.04777492325412059,1103847,-0.12183868132955109,0.06543901782660161,Contrast 2,COHORTunexposed,age_category18 to 39,t,1,1,100,bmi,age_category
0.14115032880271805,0.0611417071513012,1103847,0.02131258278616771,0.2609880748192684,Contrast 2,COHORThistorical,age_category40 to 64,t,1,1,100,bmi,age_category
0.2811830654933608,0.04577443976409265,1103847,0.19146516355573923,0.3709009674309824,Contrast 2,COHORTexposed,age_category40 to 64,t,1,1,100,bmi,age_category
0.21233968926933144,0.03601306469781608,1103847,0.14175408246161192,0.28292529607705097,Contrast 2,COHORTunexposed,age_category40 to 64,t,1,1,100,bmi,age_category
0.17799488605940952,0.07741097525227723,1103847,0.026269374564946157,0.3297203975538729,Contrast 2,COHORThistorical,age_category65 plus,t,1,1,100,bmi,age_category
0.11666648820239985,0.057516928591106395,1103847,0.00393330816383132,0.22939966824096836,Contrast 2,COHORTexposed,age_category65 plus,t,1,1,100,bmi,age_category
0.1355372137338442,0.0411744813237513,1103847,0.05483523033929165,0.21623919712839673,Contrast 2,COHORTunexposed,age_category65 plus,t,1,1,100,bmi,age_category
0,0,1057728,0,0,Contrast 2,COHORThistorical,raceeth_categoryHispanic,t,1,1,0,bmi,raceeth_category
0.01741651808328852,0.08781452489632352,1057728,-0.15469995071350556,0.18953298688008263,Contrast 2,COHORTexposed,raceeth_categoryHispanic,t,1,1,0,bmi,raceeth_category
0.004804264328003559,0.06902727467361844,1057728,-0.13048919403228856,0.1400977226882957,Contrast 2,COHORTunexposed,raceeth_categoryHispanic,t,1,1,0,bmi,raceeth_category
-0.3089249641055344,0.07194838801534183,1057728,-0.44994380461560435,-0.16790612359546442,Contrast 2,COHORThistorical,raceeth_categoryNH White,t,1,1,0,bmi,raceeth_category
0.33245424665831946,0.05721416682121034,1057728,0.2203144796887472,0.44459401362789175,Contrast 2,COHORTexposed,raceeth_categoryNH White,t,1,1,0,bmi,raceeth_category
0.23802654653533678,0.040542806440005824,1057728,0.15856264591292535,0.3174904471577482,Contrast 2,COHORTunexposed,raceeth_categoryNH White,t,1,1,0,bmi,raceeth_category
-0.23592613388989075,0.08365280621114711,1057728,-0.3998856340637391,-0.07196663371604242,Contrast 2,COHORThistorical,raceeth_categoryNH Black,t,1,1,0,bmi,raceeth_category
0.3871993410045334,0.08462492720099961,1057728,0.22133448369057418,0.5530641983184926,Contrast 2,COHORTexposed,raceeth_categoryNH Black,t,1,1,0,bmi,raceeth_category
0.2526346500285164,0.06378249062011657,1057728,0.12762096841308795,0.3776483316439449,Contrast 2,COHORTunexposed,raceeth_categoryNH Black,t,1,1,0,bmi,raceeth_category
-0.017758000233611626,0.01783317338983894,1057728,-0.052711020077695944,0.017195019610472692,Contrast 2,COHORThistorical,raceeth_categoryHispanic,t,1,1,100,bmi,raceeth_category
0.06152454293614318,0.0684760318968071,1057728,-0.07268847958159871,0.19573756545388507,Contrast 2,COHORTexposed,raceeth_categoryHispanic,t,1,1,100,bmi,raceeth_category
7.839803126582336e-4,0.0548355146683184,1057728,-0.10669362843724584,0.10826158906256231,Contrast 2,COHORTunexposed,raceeth_categoryHispanic,t,1,1,100,bmi,raceeth_category
-0.2531659118929849,0.05892238273100651,1057728,-0.3686537820457576,-0.13767804174021211,Contrast 2,COHORThistorical,raceeth_categoryNH White,t,1,1,100,bmi,raceeth_category
0.2614582200165284,0.04288377862559199,1057728,0.1774060139103681,0.34551042612268873,Contrast 2,COHORTexposed,raceeth_categoryNH White,t,1,1,100,bmi,raceeth_category
0.15433480884750195,0.03253878893085223,1057728,0.09055878254303158,0.21811083515197233,Contrast 2,COHORTunexposed,raceeth_categoryNH White,t,1,1,100,bmi,raceeth_category
-0.17265290646920567,0.06848769892158799,1057728,-0.30688879635551813,-0.03841701658289323,Contrast 2,COHORThistorical,raceeth_categoryNH Black,t,1,1,100,bmi,raceeth_category
0.3488369587295699,0.06300274570306709,1057728,0.2253515771515584,0.47232234030758136,Contrast 2,COHORTexposed,raceeth_categoryNH Black,t,1,1,100,bmi,raceeth_category
0.1730251115898764,0.05168832421223688,1057728,0.07171599613389212,0.2743342270458607,Contrast 2,COHORTunexposed,raceeth_categoryNH Black,t,1,1,100,bmi,raceeth_category
-0.42037009836968714,0.11393387289756317,1103854,-0.643680489248911,-0.19705970749046334,Contrast 2,COHORThistorical,hospitalization,t,1,1,0,bmi,hospitalization_category
0.1525380563620521,0.13036729453751528,1103854,-0.10298184093147783,0.408057953655582,Contrast 2,COHORTexposed,hospitalization,t,1,1,0,bmi,hospitalization_category
0.07539785525878895,0.11328641091434649,1103854,-0.14664351013333016,0.29743922065090805,Contrast 2,COHORTunexposed,hospitalization,t,1,1,0,bmi,hospitalization_category
0,0,1103854,0,0,Contrast 2,COHORThistorical,,t,1,1,0,bmi,hospitalization_category
0.2952417443240906,0.038631950132199624,1103854,0.21952312206497937,0.37096036658320186,Contrast 2,COHORTexposed,,t,1,1,0,bmi,hospitalization_category
0.23265150656127265,0.029126172680829586,1103854,0.17556420810684667,0.28973880501569865,Contrast 2,COHORTunexposed,,t,1,1,0,bmi,hospitalization_category
-0.3996517458271731,0.09475334076055959,1103854,-0.5853682937178699,-0.2139351979364763,Contrast 2,COHORThistorical,hospitalization,t,1,1,100,bmi,hospitalization_category
0.11133404046070311,0.10272681778150768,1103854,-0.09001052239105192,0.3126786033124581,Contrast 2,COHORTexposed,hospitalization,t,1,1,100,bmi,hospitalization_category
0.00635425439469553,0.09356375533596469,1103854,-0.17703070606379526,0.18973921485318632,Contrast 2,COHORTunexposed,hospitalization,t,1,1,100,bmi,hospitalization_category
0.027257596109774348,0.0072718538801387535,1103854,0.01300476250470239,0.04151042971484631,Contrast 2,COHORThistorical,,t,1,1,100,bmi,hospitalization_category
0.26286671296771846,0.030239062245094064,1103854,0.2035981509673341,0.32213527496810285,Contrast 2,COHORTexposed,,t,1,1,100,bmi,hospitalization_category
0.16148736063625213,0.023234990710494324,1103854,0.11594677884368326,0.207027942428821,Contrast 2,COHORTunexposed,,t,1,1,100,bmi,hospitalization_category
