term,estimate,std.error,statistic,p.value,model,outcome,modifier
smoking,0.02488004896352551,0.031183363245419208,0.6365852242256417,0.4249500487303117,PCRSU402,BMI,age
siteSource2,-0.13249958553429575,0.035482489794735034,13.944433210339444,1.8829442043866162e-4,PCRSU402,BMI,age
siteSource3,0.10231418049827948,0.048031360038491074,4.5375548917297115,0.033158924060982975,PCRSU402,BMI,age
siteSource4,0.1915836242413971,0.054028688199301955,12.573839808031002,3.9118401411353254e-4,PCRSU402,BMI,age
siteSource5,-0.35667467240259926,0.04394910830897672,65.86343941564866,4.440892098500626e-16,PCRSU402,BMI,age
siteSource6,-0.27882309605491334,0.1467143384666924,3.6117058376159985,0.057374241214588895,PCRSU402,BMI,age
siteSource7,0.0484512629091316,0.068976402364789,0.49341133874442655,0.4824095179124245,PCRSU402,BMI,age
hospitalization,-0.501086203096585,0.024473415674607986,419.2139410834215,0,PCRSU402,BMI,age
hba1c,-0.019929452671222026,0.012705184930002729,2.460530551109245,0.1167393448629711,PCRSU402,BMI,age
serum_creatinine,-0.06604876668454955,0.008926239864622043,54.75103320474835,1.3677947663381929e-13,PCRSU402,BMI,age
hdl,-1.8366701246513744e-4,9.217575820161792e-4,0.039703508533123384,0.8420614065426706,PCRSU402,BMI,age
ldl,-4.4545662403820273e-4,3.915571536716733e-4,1.2942569836155182,0.2552649224414206,PCRSU402,BMI,age
COHORTunexposed:age_category40 to 64,0.28265347013698905,0.07448519807669357,14.400205483586948,1.4778618302835334e-4,PCRSU402,BMI,age
COHORTexposed:age_category40 to 64,-0.020413390541548955,0.0983751022932194,0.04305859898530444,0.8356149727300729,PCRSU402,BMI,age
COHORTunexposed:age_category65 plus,0.22185730749858945,0.07750295400083897,8.194283105356643,0.00420225961568188,PCRSU402,BMI,age
COHORTexposed:age_category65 plus,-0.17800680580381184,0.10702184710189262,2.7664850642232905,0.0962573201337601,PCRSU402,BMI,age
COHORTunexposed:t,-2.2972719352346355e-4,1.9793050207784476e-4,1.347098527573226,0.245785997274528,PCRSU402,BMI,age
COHORTexposed:t,-3.721443134737046e-4,2.938207702974217e-4,1.6041973271194527,0.20530940112187224,PCRSU402,BMI,age
age_category40 to 64:t,-7.407940859158944e-4,1.914991313844609e-4,14.96447193977683,1.0955455415140314e-4,PCRSU402,BMI,age
age_category65 plus:t,-0.0010682454598864785,1.9967737104981681e-4,28.62097413405386,8.802356599169059e-8,PCRSU402,BMI,age
COHORTunexposed:age_category40 to 64:t,-4.2113949116182877e-4,2.485810868703158e-4,2.870223864253897,0.09023231796729869,PCRSU402,BMI,age
COHORTexposed:age_category40 to 64:t,9.625034972945654e-5,3.858851739352541e-4,0.06221404609373707,0.8030301643794024,PCRSU402,BMI,age
COHORTunexposed:age_category65 plus:t,-5.812026201327055e-4,2.5270605762732685e-4,5.2896120580164405,0.021452998527953238,PCRSU402,BMI,age
COHORTexposed:age_category65 plus:t,2.701872944247576e-5,4.1466001368402745e-4,0.004245663102528331,0.9480476015807643,PCRSU402,BMI,age
(Intercept),3.4142578910076438,0.1378070326091253,613.8325033927841,0,PCRSU402,BMI,raceeth
COHORTunexposed,0.004804264328003559,0.06902727467361844,0.00484409145765784,0.944512428873078,PCRSU402,BMI,raceeth
COHORTexposed,0.01741651808328852,0.08781452489632352,0.039335978514199024,0.842784534955758,PCRSU402,BMI,raceeth
raceeth_categoryNH Black,-0.23592613388989075,0.08365280621114711,7.954100487073079,0.0047978548631710805,PCRSU402,BMI,raceeth
raceeth_categoryNH White,-0.3089249641055344,0.07194838801534183,18.43588003813109,1.757179999040126e-5,PCRSU402,BMI,raceeth
t,-1.7758000233611626e-4,1.783317338983894e-4,0.9915870592610412,0.3193547924770226,PCRSU402,BMI,raceeth
lb_bmi,0.9165084809363374,0.0017794088675717786,265290.363688006,0,PCRSU402,BMI,raceeth
age,-0.013158218876703882,5.677684578540934e-4,537.0957167089065,0,PCRSU402,BMI,raceeth
antihypertensives,0.11219274341002533,0.01925519405861059,33.949527618885675,5.6560416350492915e-9,PCRSU402,BMI,raceeth
smoking,0.032944575764817165,0.03158256534508712,1.088110577414553,0.29689022325965964,PCRSU402,BMI,raceeth
siteSource2,-0.13543036373258033,0.035451151452161336,14.59390109043472,1.3334541156018176e-4,PCRSU402,BMI,raceeth
siteSource3,0.06385207695837113,0.04843297628367939,1.7380719106902016,0.18738331394038532,PCRSU402,BMI,raceeth
siteSource4,0.15833306390212232,0.05678262852968407,7.775212127547121,0.005296799603298208,PCRSU402,BMI,raceeth
siteSource5,-0.35212204069434666,0.04292331180052989,67.29766160007368,2.220446049250313e-16,PCRSU402,BMI,raceeth
siteSource6,-0.29374473907297854,0.14077448767899722,4.354038685536951,0.036921291363178455,PCRSU402,BMI,raceeth
siteSource7,0.056158824766627015,0.07219279121635166,0.6051295409651475,0.436627539709045,PCRSU402,BMI,raceeth
hospitalization,-0.5114486304741868,0.024275531657018092,443.88098363220973,0,PCRSU402,BMI,raceeth
hba1c,-0.008402305472412356,0.0135880306370287,0.38237007690829233,0.5363375328352804,PCRSU402,BMI,raceeth
serum_creatinine,-0.05400824916919081,0.00975350187004683,30.66189937740941,3.071372056684396e-8,PCRSU402,BMI,raceeth
hdl,-0.00135202342422844,8.960014315959305e-4,2.2769370545157073,0.13131097210446474,PCRSU402,BMI,raceeth
ldl,-2.908444882957873e-4,3.935104147068144e-4,0.5462723440159597,0.4598448252365719,PCRSU402,BMI,raceeth
COHORTunexposed:raceeth_categoryNH Black,0.24783038570051288,0.09339124794942502,7.0420117936667275,0.007961954836933183,PCRSU402,BMI,raceeth
COHORTexposed:raceeth_categoryNH Black,0.36978282292124487,0.12162530648086897,9.243694243787502,0.0023630773795431104,PCRSU402,BMI,raceeth
COHORTunexposed:raceeth_categoryNH White,0.2332222822073332,0.07951691729244866,8.602427312405014,0.003357152629370419,PCRSU402,BMI,raceeth
COHORTexposed:raceeth_categoryNH White,0.31503772857503093,0.1045190956049573,9.085186538957702,0.002576881977554124,PCRSU402,BMI,raceeth
COHORTunexposed:t,-4.0202840153453256e-5,2.3681576161129866e-4,0.028819886234129666,0.8651955763545798,PCRSU402,BMI,raceeth
COHORTexposed:t,4.410802485285466e-4,3.1972180723423044e-4,1.9032274940039215,0.16771750426006748,PCRSU402,BMI,raceeth
raceeth_categoryNH Black:t,6.327322742068509e-4,2.4077295798387484e-4,6.905967945946762,0.008590850438751074,PCRSU402,BMI,raceeth
raceeth_categoryNH White:t,5.575905221254951e-4,2.0740047051748194e-4,7.227885955689887,0.0071779684908535035,PCRSU402,BMI,raceeth
COHORTunexposed:raceeth_categoryNH Black:t,-7.55892544232947e-4,3.122568266165245e-4,5.859981430801615,0.015488957417436167,PCRSU402,BMI,raceeth
COHORTexposed:raceeth_categoryNH Black:t,-8.247040712781816e-4,4.6468368146775627e-4,3.149788798857384,0.07593679103475515,PCRSU402,BMI,raceeth
COHORTunexposed:raceeth_categoryNH White:t,-7.967145367248952e-4,2.710797242142211e-4,8.637964449765011,0.0032922907606667273,PCRSU402,BMI,raceeth
COHORTexposed:raceeth_categoryNH White:t,-0.0011510405149464567,3.9370777734357317e-4,8.547384342332267,0.0034601906640652214,PCRSU402,BMI,raceeth
(Intercept),2.983288913018912,0.11320643026284755,694.4619192532966,0,PCRSU402,BMI,hospitalization
COHORTunexposed,0.23265150656127265,0.029126172680829586,63.803558091887766,1.3322676295501878e-15,PCRSU402,BMI,hospitalization
COHORTexposed,0.2952417443240906,0.038631950132199624,58.40664517618516,2.1316282072803006e-14,PCRSU402,BMI,hospitalization
hospitalization,-0.42037009836968714,0.11393387289756317,13.613127494470751,2.24609400319431e-4,PCRSU402,BMI,hospitalization
t,2.725759610977435e-4,7.271853880138754e-5,14.050274750802089,1.7798782706868188e-4,PCRSU402,BMI,hospitalization
lb_bmi,0.9221528732739296,0.0016912475628974126,297297.6525153843,0,PCRSU402,BMI,hospitalization
age,-0.013618938648127243,5.33292212184082e-4,652.162831627117,0,PCRSU402,BMI,hospitalization
antihypertensives,0.09693256174042002,0.018360281850056243,27.87280608120247,1.2955791439672737e-7,PCRSU402,BMI,hospitalization
nhblack,0.14879990728461745,0.022348025464097438,44.33298828863466,2.7700841620514893e-11,PCRSU402,BMI,hospitalization
hispanic,0.1210123627147509,0.02491781261591666,23.585204689746075,1.1950284852790816e-6,PCRSU402,BMI,hospitalization
smoking,0.009442964412416013,0.03183175927098653,0.08800258358433494,0.7667319820510916,PCRSU402,BMI,hospitalization
siteSource2,-0.10351918385698457,0.03558824400300034,8.461133738110957,0.0036281563426684427,PCRSU402,BMI,hospitalization
siteSource3,0.13050721330392043,0.04885056962833541,7.137231248472337,0.007549964041419832,PCRSU402,BMI,hospitalization
siteSource4,0.12562003118508838,0.061947103032864395,4.11221479351109,0.04257457348145943,PCRSU402,BMI,hospitalization
siteSource5,-0.4699173095471728,0.044632111977265784,110.85314255769147,0,PCRSU402,BMI,hospitalization
siteSource6,-0.3489251404080171,0.1293527139207213,7.2763475367936286,0.0069868457919107785,PCRSU402,BMI,hospitalization
siteSource7,0.026980669110813274,0.07259878025261621,0.1381168876923914,0.7101603039372506,PCRSU402,BMI,hospitalization
hba1c,-0.023869089741549682,0.012014235974760744,3.947111539102857,0.046951894427602614,PCRSU402,BMI,hospitalization
serum_creatinine,-0.06003705414420544,0.009158721513370417,42.97036486950793,5.557532212208116e-11,PCRSU402,BMI,hospitalization
hdl,6.817722645311035e-5,8.973791226126332e-4,0.005772005497011401,0.939440009474847,PCRSU402,BMI,hospitalization
ldl,2.3264887163826068e-5,3.9209808698218574e-4,0.003520565706268734,0.9526857978193827,PCRSU402,BMI,hospitalization
COHORTunexposed:hospitalization,-0.1572536513024837,0.11688057419313971,1.8101593315349946,0.17848911775021314,PCRSU402,BMI,hospitalization
COHORTexposed:hospitalization,-0.14270368796203853,0.13602577430766968,1.1005961275276297,0.29413531645871027,PCRSU402,BMI,hospitalization
COHORTunexposed:t,-7.116414592502052e-4,9.803910967919331e-5,52.68946220437495,3.906874823655926e-13,PCRSU402,BMI,hospitalization
COHORTexposed:t,-3.237503135637218e-4,1.4551508839566056e-4,4.949990215945715,0.026090816136328243,PCRSU402,BMI,hospitalization
hospitalization:t,2.071835254251402e-4,3.5423490967659266e-4,0.3420800291356096,0.5586310433242886,PCRSU402,BMI,hospitalization
COHORTunexposed:hospitalization:t,2.1205450609270977e-5,3.785927220975246e-4,0.0031372598317613177,0.9553328471244125,PCRSU402,BMI,hospitalization
COHORTexposed:hospitalization:t,-8.828984544976798e-5,5.114991170242693e-4,0.029794200532046265,0.8629580173668098,PCRSU402,BMI,hospitalization
