Estimate,SE,dfcom,LCI,UCI,term,exposure,modifier1,modifier2,exposure_value,modifier1_value,modifier2_value,outcome,modifier_var
0.09246403497119211,0.014881241552162021,1230594,0.06329680152895456,0.12163126841342967,Contrast 2,COHORThistorical,age_category18 to 39,t,1,1,100,bmi,age_category
0.26955693382706253,0.04789984759303908,1230594,0.17567323254470593,0.36344063510941915,Contrast 2,COHORTexposed,age_category18 to 39,t,1,1,100,bmi,age_category
-0.03959224765037423,0.041236667670410045,1230594,-0.12041611628437793,0.04123162098362946,Contrast 2,COHORTunexposed,age_category18 to 39,t,1,1,100,bmi,age_category
0.14295432699341531,0.053961019251881535,1230594,0.03719072925972751,0.24871792472710313,Contrast 2,COHORThistorical,age_category40 to 64,t,1,1,100,bmi,age_category
0.28096775587879774,0.03964629594503768,1230594,0.2032610158265239,0.3586744959310716,Contrast 2,COHORTexposed,age_category40 to 64,t,1,1,100,bmi,age_category
0.20124861011435605,0.03303966265782116,1230594,0.13649087130502657,0.2660063489236855,Contrast 2,COHORTunexposed,age_category40 to 64,t,1,1,100,bmi,age_category
0.14671734101152323,0.06779841991222528,1230594,0.01383243798356168,0.27960224403948475,Contrast 2,COHORThistorical,age_category65 plus,t,1,1,100,bmi,age_category
0.06723204893555304,0.0490243890732076,1230594,-0.028855753647933857,0.16331985151903994,Contrast 2,COHORTexposed,age_category65 plus,t,1,1,100,bmi,age_category
0.10446865738118091,0.03845244316886729,1230594,0.029101868770201017,0.1798354459921608,Contrast 2,COHORTunexposed,age_category65 plus,t,1,1,100,bmi,age_category
0,0,1177644,0,0,Contrast 2,COHORThistorical,raceeth_categoryHispanic,t,1,1,0,bmi,raceeth_category
0.01998154677455323,0.07426632137576525,1177644,-0.12558044312194666,0.1655435366710531,Contrast 2,COHORTexposed,raceeth_categoryHispanic,t,1,1,0,bmi,raceeth_category
-0.044517315375483035,0.060642521737586545,1177644,-0.16337665798115267,0.0743420272301866,Contrast 2,COHORTunexposed,raceeth_categoryHispanic,t,1,1,0,bmi,raceeth_category
-0.32960882340152636,0.06454506990994588,1177644,-0.45611716042502026,-0.20310048637803244,Contrast 2,COHORThistorical,raceeth_categoryNH White,t,1,1,0,bmi,raceeth_category
0.3276077838911881,0.048824284081416404,1177644,0.23191218709161196,0.42330338069076423,Contrast 2,COHORTexposed,raceeth_categoryNH White,t,1,1,0,bmi,raceeth_category
0.2461790457748183,0.03694811330535594,1177644,0.17376074369632066,0.31859734785331595,Contrast 2,COHORTunexposed,raceeth_categoryNH White,t,1,1,0,bmi,raceeth_category
-0.20371603156738555,0.07752055954204182,1177644,-0.35565632826978755,-0.051775734864983575,Contrast 2,COHORThistorical,raceeth_categoryNH Black,t,1,1,0,bmi,raceeth_category
0.3415516792774686,0.07556125316892592,1177644,0.19345162306637378,0.48965173548856344,Contrast 2,COHORTexposed,raceeth_categoryNH Black,t,1,1,0,bmi,raceeth_category
0.20832774212959565,0.06036984503166983,1177644,0.09000284586752279,0.3266526383916685,Contrast 2,COHORTunexposed,raceeth_categoryNH Black,t,1,1,0,bmi,raceeth_category
-0.018363291197621076,0.017155020288307198,1177644,-0.05198713096270318,0.015260548567461028,Contrast 2,COHORThistorical,raceeth_categoryHispanic,t,1,1,100,bmi,raceeth_category
0.06710781600526411,0.056391465955455966,1177644,-0.04341945726742959,0.1776350892779578,Contrast 2,COHORTexposed,raceeth_categoryHispanic,t,1,1,100,bmi,raceeth_category
-0.04389329295396205,0.047259292129453574,1177644,-0.13652150552769104,0.04873491961976696,Contrast 2,COHORTunexposed,raceeth_categoryHispanic,t,1,1,100,bmi,raceeth_category
-0.2723067926775553,0.05163688295550668,1177644,-0.37351508327034844,-0.1710985020847622,Contrast 2,COHORThistorical,raceeth_categoryNH White,t,1,1,100,bmi,raceeth_category
0.25967427931328346,0.03605506718450769,1177644,0.1890063476316484,0.33034221099491856,Contrast 2,COHORTexposed,raceeth_categoryNH White,t,1,1,100,bmi,raceeth_category
0.1650135829800256,0.029321810943064436,1177644,0.10754283353161931,0.2224843324284319,Contrast 2,COHORTunexposed,raceeth_categoryNH White,t,1,1,100,bmi,raceeth_category
-0.14026225593419533,0.06271262569121654,1177644,-0.2631790022889797,-0.01734550957941093,Contrast 2,COHORThistorical,raceeth_categoryNH Black,t,1,1,100,bmi,raceeth_category
0.308249302822674,0.05602154521681724,1177644,0.1984470741977122,0.41805153144763574,Contrast 2,COHORTexposed,raceeth_categoryNH Black,t,1,1,100,bmi,raceeth_category
0.13074424775588878,0.049065142476981474,1177644,0.03457656850100509,0.22691192701077245,Contrast 2,COHORTunexposed,raceeth_categoryNH Black,t,1,1,100,bmi,raceeth_category
-0.40830496529279947,0.10217631866241379,1230601,-0.6085705498711305,-0.20803938071446845,Contrast 2,COHORThistorical,hospitalization,t,1,1,0,bmi,hospitalization_category
0.09764049691716231,0.11255295635110775,1230601,-0.12296329753100887,0.3182442913653335,Contrast 2,COHORTexposed,hospitalization,t,1,1,0,bmi,hospitalization_category
-0.04485018037574934,0.10132441980768774,1230601,-0.2434460431988173,0.15374568244731862,Contrast 2,COHORTunexposed,hospitalization,t,1,1,0,bmi,hospitalization_category
0,0,1230601,0,0,Contrast 2,COHORThistorical,,t,1,1,0,bmi,hospitalization_category
0.27329708347473747,0.03367168990691057,1230601,0.20730057125719276,0.3392935956922822,Contrast 2,COHORTexposed,,t,1,1,0,bmi,hospitalization_category
0.2306486765715685,0.026438428217307085,1230601,0.17882935726564664,0.2824679958774904,Contrast 2,COHORTunexposed,,t,1,1,0,bmi,hospitalization_category
-0.38756846802158473,0.08282654597245753,1230601,-0.5499084981276015,-0.22522843791556799,Contrast 2,COHORThistorical,hospitalization,t,1,1,100,bmi,hospitalization_category
0.06432093215135376,0.08697849268466981,1230601,-0.10615691351059905,0.23479877781330658,Contrast 2,COHORTexposed,hospitalization,t,1,1,100,bmi,hospitalization_category
-0.1072880988050111,0.08176837033144736,1230601,-0.2675541046546479,0.052977907044625724,Contrast 2,COHORTunexposed,hospitalization,t,1,1,100,bmi,hospitalization_category
0.027604938753491886,0.007102949704379874,1230601,0.013683157332907333,0.04152672017407644,Contrast 2,COHORThistorical,,t,1,1,100,bmi,hospitalization_category
0.24535990597006496,0.026058455446548463,1230601,0.19428533329482997,0.2964344786452999,Contrast 2,COHORTexposed,,t,1,1,100,bmi,hospitalization_category
0.16365416967462604,0.02097581544806239,1230601,0.12254157139642374,0.20476676795282833,Contrast 2,COHORTunexposed,,t,1,1,100,bmi,hospitalization_category
