xw_bar,x_bar,sd_hat,psb,treatment_level,variable,level
6.130506615006764,6.173224724073396,0.7272139953772438,0.058742143768110336,historical,hba1c,NA
6.172192543718077,6.173224724073396,0.7272139953772438,0.001419362611117026,exposed,hba1c,NA
112.20765500984714,112.27645198501133,33.38437887272588,0.0020607534867271523,unexposed,glucose,NA
110.40068879889688,112.27645198501133,33.38437887272588,0.05618685293698549,historical,glucose,NA
112.11155633645325,112.27645198501133,33.38437887272588,0.004939305571229363,exposed,glucose,NA
24.87277977598966,24.781141583711207,28.261881144760494,0.003242466126337146,unexposed,alt,NA
24.564619943685553,24.781141583711207,28.261881144760494,0.007661260724882612,historical,alt,NA
24.346355523105508,24.781141583711207,28.261881144760494,0.015384186862108596,exposed,alt,NA
66.2042417899659,66.17976371869092,3.673146186778274,0.0066640612788825965,unexposed,HT,NA
66.11886707489347,66.17976371869092,3.673146186778274,0.01657887835138447,historical,HT,NA
66.1396232112459,66.17976371869092,3.673146186778274,0.010928099619205213,exposed,HT,NA
29.12560769808083,29.15060090494508,4.594569406885875,0.0054397277853266025,unexposed,bmi,NA
29.05518555366188,29.15060090494508,4.594569406885875,0.020766984418649093,historical,bmi,NA
29.54735937893207,29.15060090494508,4.594569406885875,0.08635378832070109,exposed,bmi,NA
125.27793363727916,125.29803398778847,14.116092829847634,0.0014239315901074848,unexposed,SYSTOLIC,NA
125.08996433711297,125.29803398778847,14.116092829847634,0.014739889655269673,historical,SYSTOLIC,NA
125.05788022178034,125.29803398778847,14.116092829847634,0.017012764714917698,exposed,SYSTOLIC,NA
26.304429208878993,26.11336163863114,29.540803378105107,0.006467920584362552,unexposed,ast,NA
25.53281113492332,26.11336163863114,29.540803378105107,0.01965249544086903,historical,ast,NA
25.121194794898866,26.11336163863114,29.540803378105107,0.03358631893090772,exposed,ast,NA
1.0650759280738462,1.0702165458574746,0.8042785769541367,0.006391588599930516,unexposed,serum_creatinine,NA
1.027008174871678,1.0702165458574746,0.8042785769541367,0.05372314049372048,historical,serum_creatinine,NA
1.053782886324015,1.0702165458574746,0.8042785769541367,0.020432795307933037,exposed,serum_creatinine,NA
50.735596335756284,50.58766727143746,8.787113690952573,0.016834773000733445,unexposed,hdl,NA
50.53251067767914,50.58766727143746,8.787113690952573,0.006276986471121881,historical,hdl,NA
50.545226608877456,50.58766727143746,8.787113690952573,0.004829875207339376,exposed,hdl,NA
78.37936533071783,78.2249484688279,27.833197769254603,0.0055479382272237985,unexposed,ldl,NA
80.24032715789268,78.2249484688279,27.833197769254603,0.07240916784958945,historical,ldl,NA
77.05183362437285,78.2249484688279,27.833197769254603,0.042148044007753765,exposed,ldl,NA
0.5305065280471146,0.5172924408389576,1.6629536504626312,0.007946154845915782,unexposed,lb_hospitalized,NA
0.2043342745409075,0.5172924408389576,1.6629536504626312,0.1881941605594273,historical,lb_hospitalized,NA
0.516709179909455,0.5172924408389576,1.6629536504626312,3.507379350834036e-4,exposed,lb_hospitalized,NA
0.6974810396750559,0.6382845407650464,2.077305586971692,0.028496769700748048,unexposed,lb_telehealth,NA
8.148405672012464e-5,0.6382845407650464,2.077305586971692,0.3072263708868671,historical,lb_telehealth,NA
0.8087782907095655,0.6382845407650464,2.077305586971692,0.08207446752842268,exposed,lb_telehealth,NA
10.222397408051028,10.157397911557023,17.619094620625674,0.003689150770432554,unexposed,lb_outpatient,NA
6.1180957586173355,10.157397911557023,17.619094620625674,0.22925707818216187,historical,lb_outpatient,NA
9.910275327964705,10.157397911557023,17.619094620625674,0.014025838949921193,exposed,lb_outpatient,NA
3.5084996897380325,3.5322409458605812,18.443161362154136,0.0012872660850469179,unexposed,lb_n_glucose,NA
1.8416434250095857,3.5322409458605812,18.443161362154136,0.0916652784007056,historical,lb_n_glucose,NA
3.629900205078151,3.5322409458605812,18.443161362154136,0.005295147469563934,exposed,lb_n_glucose,NA
0.25994826841777846,0.25275633041694695,0.5922329455159286,0.012143765481614999,unexposed,lb_n_hdl,NA
0.20281214970418193,0.25275633041694695,0.5922329455159286,0.08433198640993492,historical,lb_n_hdl,NA
0.28132774814601186,0.25275633041694695,0.5922329455159286,0.04824354664054476,exposed,lb_n_hdl,NA
0.38559140699805483,0.37274333838863044,1.0200444118990735,0.012595597269636941,unexposed,lb_n_ldl,NA
0.2793075783843343,0.37274333838863044,1.0200444118990735,0.09159969792917311,historical,lb_n_ldl,NA
0.408900488981848,0.37274333838863044,1.0200444118990735,0.03544664347104434,exposed,lb_n_ldl,NA
2.5270836337574556,2.523696385505193,9.21900111249833,3.674203106094255e-4,unexposed,lb_n_serum_creatinine,NA
1.5577885537078249,2.523696385505193,9.21900111249833,0.10477358880973267,historical,lb_n_serum_creatinine,NA
2.562839404521366,2.523696385505193,9.21900111249833,0.0042459067461339695,exposed,lb_n_serum_creatinine,NA
1.2421218541582124,1.2287773427210116,4.052940437725573,0.003292550591907909,unexposed,lb_n_alt,NA
0.7052339197093361,1.2287773427210116,4.052940437725573,0.1291761946803929,historical,lb_n_alt,NA
1.2988468412844008,1.2287773427210116,4.052940437725573,0.01728855867487427,exposed,lb_n_alt,NA
1.2529453902747454,1.240291144193612,4.054976312712223,0.0031206707771541725,unexposed,lb_n_ast,NA
0.7199313624193397,1.240291144193612,4.054976312712223,0.12832621984571418,historical,lb_n_ast,NA
1.3112765298385276,1.240291144193612,4.054976312712223,0.017505746068695562,exposed,lb_n_ast,NA
0.34811863889202155,0.33656258551593443,1.6720780014218015,0.006911192759106197,unexposed,lb_n_hba1c,NA
0.21619702316420952,0.33656258551593443,1.6720780014218015,0.07198561445660767,historical,lb_n_hba1c,NA
0.3489846676753095,0.33656258551593443,1.6720780014218015,0.007429128395213814,exposed,lb_n_hba1c,NA
2.9891896986689157,3.0037032395673755,7.558476144004071,0.0019201675869511062,unexposed,lb_n_labvisits,NA
1.798881340165464,3.0037032395673755,7.558476144004071,0.15940010611234956,historical,lb_n_labvisits,NA
3.2800969202153776,3.0037032395673755,7.558476144004071,0.036567381490944774,exposed,lb_n_labvisits,NA
0.4477783974153405,0.48289306868959786,0.4997072672086541,0.070270483498082,unexposed,site,Source1
0.03161852348006953,0.02322768367452977,0.15062588882939665,0.055706491564962456,unexposed,site,Source5
0.12789464364573652,0.09865114829055388,0.2981930569807235,0.09806900150955918,unexposed,site,Source7
0.16725454873797432,0.18045931622155253,0.38456956641211515,0.034336485871135275,unexposed,site,Source2
0.12397862311845724,0.13104852956458485,0.3374534226579203,0.020950762302074617,unexposed,site,Source3
0.0977440625482571,0.08059025252000415,0.27220481942604563,0.06301802467870488,unexposed,site,Source4
0.0037312010541649104,0.003130001039176972,0.055858787425719536,0.01076285473950555,unexposed,site,Source6
0.3149557425375989,0.27059042503689323,0.44426483871137795,0.09986232002827514,historical,site,Source1
0.07914996497220354,0.08980682558464177,0.28590480874418933,0.037274156595153166,historical,site,Source5
0.15705689689243424,0.128122631851842,0.3342263051574477,0.08657087905442347,historical,site,Source7
0.2014829684179668,0.28599917571825517,0.45188897663777305,0.1870286987948263,historical,site,Source2
0.07864671708792823,0.08181661060664477,0.27408511969000693,0.011565361601176053,historical,site,Source3
0.16266276087851722,0.1379874230559581,0.34488678451679494,0.07154619698499207,historical,site,Source4
0.006044949213351105,0.00567690814576492,0.07513109116517254,0.004898651967892527,historical,site,Source6
0.2838785720424635,0.2502758684871771,0.43317185751173437,0.077573607270588,exposed,site,Source1
0.04992862688342617,0.04427190661685523,0.2056985777815775,0.02750004558892753,exposed,site,Source5
0.19054390104862096,0.23203531116635867,0.4221314079031431,0.09829027014085104,exposed,site,Source7
0.16748492718298175,0.17472114016778123,0.3797284073469508,0.019056285610436013,exposed,site,Source2
0.13635198369126353,0.13386601433186646,0.34050830318623215,0.007300759882020956,exposed,site,Source3
0.16786220909369773,0.161532632250688,0.36802152242613745,0.017198931196422292,exposed,site,Source4
0.00394978005754638,0.0032971269792733027,0.0573258748991749,0.011384964981711444,exposed,site,Source6
0.4349725082024523,0.449132287228515,0.49740574564172224,0.028467260682312017,unexposed,payer_type_primary,Private or Other
0.08148772434385933,0.07802556375350722,0.2682118102441699,0.012908307755725917,unexposed,payer_type_primary,Bluecross
0.12886632234821233,0.13849319339083446,0.34541689127088643,0.027870296114362432,unexposed,payer_type_primary,Medicare
0.2626826639076665,0.24755689493920816,0.4315929548860431,0.03504637598278707,unexposed,payer_type_primary,No Information
0.015445161441948239,0.012154213862620803,0.10957412535814502,0.030033984470064567,unexposed,payer_type_primary,No Insurance
0.055108989401758915,0.05501818559700717,0.2280157557069696,3.982347819351559e-4,unexposed,payer_type_primary,Medicaid
0.021436630354102554,0.019619661228307182,0.13868932951598564,0.013101001584883604,unexposed,payer_type_primary,Government
0.36747613798907436,0.3714186952417671,0.48318407265417024,0.00815953479392641,historical,payer_type_primary,Private or Other
0.12107998105792359,0.11454857279604344,0.3184763684583724,0.020508297973555474,historical,payer_type_primary,Bluecross
0.15070775490289318,0.15691931345307578,0.3637246795565172,0.017077638387794414,historical,payer_type_primary,Medicare
0.2275126960800521,0.2206416102742731,0.41467926170698344,0.01656963933401178,historical,payer_type_primary,No Information
0.04435891625422346,0.04618636744353005,0.20988851065720887,0.008706770959422338,historical,payer_type_primary,No Insurance
0.07055521880727378,0.07438478003642794,0.26239604519763665,0.014594584404920197,historical,payer_type_primary,Medicaid
0.01830929490855962,0.01590066075488254,0.12509128563749225,0.01925501158135965,historical,payer_type_primary,Government
0.4234183225973154,0.40861773269340707,0.49157835715367537,0.030108302549376492,exposed,payer_type_primary,Private or Other
0.0927906447491666,0.08337211002831807,0.2764438483629978,0.03407033571780215,exposed,payer_type_primary,Bluecross
0.11012596018867012,0.1019184492867304,0.3025410368556943,0.027128587206682077,exposed,payer_type_primary,Medicare
0.26705984141012484,0.3048778866479652,0.4603556895282556,0.08214962060443741,exposed,payer_type_primary,No Information
0.01596462472537353,0.013786776925429092,0.11660489572671273,0.018677155760669483,exposed,payer_type_primary,No Insurance
0.062480139146877604,0.061435579722669074,0.2401275687354716,0.0043500187409103086,exposed,payer_type_primary,Medicaid
0.02816046718247186,0.025991464695481074,0.15910973715792706,0.013632116586541175,exposed,payer_type_primary,Government
0.7769570454254932,0.772885794450795,0.4189669953432591,0.00971735487508416,unexposed,payer_type_secondary,No Information
0.13392881265413634,0.14149433648550347,0.3485307579368435,0.021706904366638607,unexposed,payer_type_secondary,Private or Other
0.007370204346148377,0.0075402681076587345,0.08650671918714384,0.001965902338088336,unexposed,payer_type_secondary,Government
0.03145364539482245,0.03109633170528941,0.17357808000944136,0.002058518503682038,unexposed,payer_type_secondary,Medicaid
0.034880220839452074,0.03139561467317884,0.1743844317950204,0.019982323710921634,unexposed,payer_type_secondary,No Insurance
0.0054465478111567125,0.005220825106515639,0.07206641445030282,0.0031321483989845524,unexposed,payer_type_secondary,Medicare
0.009963523528791004,0.01036682947105892,0.101288490549405,0.00398175488725639,unexposed,payer_type_secondary,Bluecross
0.8157984526664073,0.8217690149833149,0.3827070694364912,0.015600867592278475,historical,payer_type_secondary,No Information
0.057161627785171476,0.050680032439475116,0.2193434903328769,0.029549978145509834,historical,payer_type_secondary,Private or Other
0.008754979361924136,0.007923740643737453,0.08866202669659788,0.009375363378858782,historical,payer_type_secondary,Government
0.0264270800556247,0.022694337716207772,0.14892717935900915,0.025064211619953185,historical,payer_type_secondary,Medicaid
0.07347779192040026,0.07909116290200353,0.26988099387102504,0.02079943052338796,historical,payer_type_secondary,No Insurance
0.00628483765658688,0.0059029208822473644,0.07660337073070148,0.00498563928318691,historical,payer_type_secondary,Medicare
0.012095230553885283,0.011938790433013814,0.10861056908059359,0.0014403765876172209,historical,payer_type_secondary,Bluecross
0.7515910891363118,0.7632981905686215,0.42505771707297574,0.027542380627569595,exposed,payer_type_secondary,No Information
0.15685788084036215,0.1560285573739979,0.3628824143683281,0.002285377944830572,exposed,payer_type_secondary,Private or Other
0.00587105991209041,0.005184998072244307,0.0718200102146688,0.00955251660081189,exposed,payer_type_secondary,Government
0.0345729135675514,0.03395508993977425,0.18111361574148999,0.003411248929285296,exposed,payer_type_secondary,Medicaid
0.03623835637091922,0.028663732932714677,0.16685959171434134,0.04539519341011017,exposed,payer_type_secondary,No Insurance
0.00792206071172763,0.006820266695029049,0.08230279859906178,0.013387078391659219,exposed,payer_type_secondary,Medicare
0.00694663946103732,0.0060491644176183575,0.07754077654671107,0.011574233369694435,exposed,payer_type_secondary,Bluecross
