term,estimate,std.error,statistic,p.value,model,outcome,modifier
hdl,-3.122265331037626e-4,7.934123224816939e-4,0.1548608829546193,0.6939327412926704,PCRSE402,BMI,age
ldl,-0.00014017212573600092,3.365696569022645e-4,0.17344963850525771,0.6770640270416031,PCRSE402,BMI,age
OA,-0.012197859479051842,0.0024462192934311066,24.864313764442844,6.151061220371901e-7,PCRSE402,BMI,age
OT,0.009671300192100532,0.0018256680750998492,28.062482340095748,1.1746103567578103e-7,PCRSE402,BMI,age
AV,0.0013981689208430916,9.890949864097547e-4,1.9982199353555101,0.157484059973796,PCRSE402,BMI,age
TH,-0.014514461472170762,0.005516717514833017,6.922139720727501,0.00851350490197289,PCRSE402,BMI,age
IP,-0.033961845928045,0.006576559436515177,26.667670222314385,2.4163085421413655e-7,PCRSE402,BMI,age
ED,-0.05921663308299407,0.009191898826368899,41.50275729078177,1.1770484587003693e-10,PCRSE402,BMI,age
OS,-0.033513373053314546,0.026391680305812817,1.612509189332048,0.20413944581795962,PCRSE402,BMI,age
IC,-0.05066505731005508,0.18449427795227347,0.07541387802115442,0.7836113697017161,PCRSE402,BMI,age
NI,-0.04677757742134634,0.027205928964664592,2.9562988398011156,0.08554354762659777,PCRSE402,BMI,age
IS,-0.2801905123542266,0.1080140181063421,6.728939237149037,0.009486099637658674,PCRSE402,BMI,age
UN,-0.018497543693052215,0.00815405919840184,5.146125858040463,0.023298298036480647,PCRSE402,BMI,age
EI,-0.07846185883485253,0.01638041086064089,22.94391917355045,1.6679700267641095e-6,PCRSE402,BMI,age
COHORTunexposed:age_category40 to 64,0.2887923975071627,0.06660026019514556,18.802675917729545,1.449635943440164e-5,PCRSE402,BMI,age
COHORTexposed:age_category40 to 64,0.0036842113555231775,0.08357423015718116,0.0019433199272340187,0.9648381619307916,PCRSE402,BMI,age
COHORTunexposed:age_category65 plus,0.20760577333525468,0.06975894883131906,8.856844051968325,0.002919919792427783,PCRSE402,BMI,age
COHORTexposed:age_category65 plus,-0.20427210251935674,0.09057761055435681,5.086000499139697,0.024119756136072423,PCRSE402,BMI,age
COHORTunexposed:t,-1.9734901045836511e-4,1.9383476068403138e-4,1.0365889654441294,0.3086161174119546,PCRSE402,BMI,age
COHORTexposed:t,-3.4798102060451633e-4,2.8854926108996343e-4,1.4543575239656223,0.2278300359142149,PCRSE402,BMI,age
age_category40 to 64:t,-7.28849012169024e-4,1.8768482934534509e-4,15.080536752622399,1.0302003004913907e-4,PCRSE402,BMI,age
age_category65 plus:t,-0.001068008061278453,1.9525302936248463e-4,29.919442718369467,4.503739470251844e-8,PCRSE402,BMI,age
COHORTunexposed:age_category40 to 64:t,-4.504787553761203e-4,2.4392911794636718e-4,3.4105257912018065,0.06478180220102947,PCRSE402,BMI,age
COHORTexposed:age_category40 to 64:t,7.797815246278955e-5,3.779490890004106e-4,0.042567610956114506,0.8365415842518334,PCRSE402,BMI,age
COHORTunexposed:age_category65 plus:t,-5.941428479731637e-4,2.4717384002612917e-4,5.777989361388066,0.016228094882062116,PCRSE402,BMI,age
COHORTexposed:age_category65 plus:t,3.126115068998489e-5,4.0576128511589246e-4,0.0059356557479645295,0.9385891728593899,PCRSE402,BMI,age
(Intercept),3.197528062207586,0.11889429625556608,723.2803860687346,0,PCRSE402,BMI,raceeth
COHORTunexposed,-0.05001504999310821,0.0603865884456988,0.6859941703186823,0.4075302631533977,PCRSE402,BMI,raceeth
COHORTexposed,0.012498822771039336,0.07391813351527392,0.028591453605706176,0.8657257911941231,PCRSE402,BMI,raceeth
raceeth_categoryNH Black,-0.2034439255445934,0.0774992936892002,6.891185893361801,0.008662178340073767,PCRSE402,BMI,raceeth
raceeth_categoryNH White,-0.3341038134424574,0.06453880759891735,26.799148231382357,2.2573681301985005e-7,PCRSE402,BMI,raceeth
t,-1.774551077591732e-4,1.7139617971042933e-4,1.071950505599481,0.30050528808346455,PCRSE402,BMI,raceeth
lb_bmi,0.9160171186094537,0.0014569803218362487,395275.4187332371,0,PCRSE402,BMI,raceeth
age,-0.01095294445257121,4.693412739525073e-4,544.6083236388325,0,PCRSE402,BMI,raceeth
antihypertensives,0.10316085573485523,0.016680950992418623,38.2461971309955,6.235848504232422e-10,PCRSE402,BMI,raceeth
smoking,0.0382144283033673,0.024566466534139294,2.419743563795616,0.11981454255522961,PCRSE402,BMI,raceeth
siteSource2,-0.11475051263787918,0.027690329186912083,17.173271316799138,3.4120357499722864e-5,PCRSE402,BMI,raceeth
siteSource3,0.18447176477726088,0.03761718039596529,24.048463042184107,9.394121674999312e-7,PCRSE402,BMI,raceeth
siteSource4,0.2629124296865695,0.042734288547159084,37.85029609055984,7.638678578558711e-10,PCRSE402,BMI,raceeth
siteSource5,-0.2723412180961345,0.03701577069604836,54.13188604390377,1.8751666885918894e-13,PCRSE402,BMI,raceeth
siteSource6,-0.23377466090024443,0.10617306861724322,4.848039307011521,0.027677576520785285,PCRSE402,BMI,raceeth
siteSource7,0.19065867908135975,0.056792668613244134,11.270121743536379,7.876456309031665e-4,PCRSE402,BMI,raceeth
hospitalization,-0.5855023475919995,0.019955309458132883,860.8754983924794,0,PCRSE402,BMI,raceeth
hba1c,0.002149773232964094,0.011760843359537526,0.033412453767153544,0.8549622164604632,PCRSE402,BMI,raceeth
serum_creatinine,-0.049200233685521615,0.009278717457228218,28.11631694384025,1.1423864032522602e-7,PCRSE402,BMI,raceeth
hdl,-0.0015845430564324242,7.82164863337922e-4,4.104039048376095,0.042780896442086935,PCRSE402,BMI,raceeth
ldl,1.0553287769640941e-4,3.386726888946377e-4,0.09709910118076807,0.755338995739239,PCRSE402,BMI,raceeth
OA,-0.015344202303127948,0.0025463767201658084,36.31142738584471,1.6817489623122128e-9,PCRSE402,BMI,raceeth
OT,0.009044686201494073,0.00175989476021877,26.41274943062558,2.7571458716124653e-7,PCRSE402,BMI,raceeth
AV,6.547659698580947e-4,9.843763646595997e-4,0.4424353756436832,0.5059493394484448,PCRSE402,BMI,raceeth
TH,-0.006221748470631455,0.005449973680018428,1.3032750753175673,0.25361585893261884,PCRSE402,BMI,raceeth
IP,-0.03252887266302219,0.006693721876504121,23.61580193931781,1.1761767098050768e-6,PCRSE402,BMI,raceeth
ED,-0.056027531712976204,0.00928021414756753,36.4491146874137,1.567042939853991e-9,PCRSE402,BMI,raceeth
OS,-0.028484098366977115,0.02706730383230795,1.1074266177801597,0.292642029550788,PCRSE402,BMI,raceeth
IC,-0.29754975721746824,0.3220843724802274,0.853453558860137,0.35557717511360154,PCRSE402,BMI,raceeth
NI,-0.03683386285068437,0.029091444613596876,1.6031123421474949,0.20546270358583008,PCRSE402,BMI,raceeth
IS,-0.33855220091539845,0.10517075506894316,10.362422585580852,0.0012860632532631922,PCRSE402,BMI,raceeth
UN,-0.021898084649774864,0.007077082027426929,9.574228799612333,0.001973277262357076,PCRSE402,BMI,raceeth
EI,-0.09245576649618517,0.01683631163538639,30.156025037350712,3.98646790022994e-8,PCRSE402,BMI,raceeth
COHORTunexposed:raceeth_categoryNH Black,0.2556326424318504,0.08473018281519076,9.102408702960549,0.002552731052712698,PCRSE402,BMI,raceeth
COHORTexposed:raceeth_categoryNH Black,0.3245059548946367,0.10511524767604001,9.53046093864314,0.002020893581876959,PCRSE402,BMI,raceeth
COHORTunexposed:raceeth_categoryNH White,0.2960669530671201,0.07011894351912351,17.828267451037025,2.41764744779438e-5,PCRSE402,BMI,raceeth
COHORTexposed:raceeth_categoryNH White,0.31121998479035456,0.08809587050940461,12.480266280391286,4.1127356814230076e-4,PCRSE402,BMI,raceeth
COHORTunexposed:t,5.735615548113979e-6,2.2971435161501564e-4,6.234244183260613e-4,0.9800801142701859,PCRSE402,BMI,raceeth
COHORTexposed:t,4.664506557984217e-4,3.110159221457553e-4,2.249293717768456,0.13367540207893325,PCRSE402,BMI,raceeth
raceeth_categoryNH Black:t,6.406632837671592e-4,2.3420047444720936e-4,7.4831444687405675,0.006227921425658645,PCRSE402,BMI,raceeth
raceeth_categoryNH White:t,5.727617281281624e-4,2.003705426115735e-4,8.171094495615714,0.004256321552366882,PCRSE402,BMI,raceeth
COHORTunexposed:raceeth_categoryNH Black:t,-7.977927937444687e-4,3.048188683437272e-4,6.850093910346741,0.008863661346123153,PCRSE402,BMI,raceeth
COHORTexposed:raceeth_categoryNH Black:t,-8.210619925616686e-4,4.539899280538647e-4,3.270841216646541,0.07052145322891434,PCRSE402,BMI,raceeth
COHORTunexposed:raceeth_categoryNH White:t,-8.306465444447629e-4,2.6361854878915574e-4,9.928430397587892,0.001627452546611563,PCRSE402,BMI,raceeth
COHORTexposed:raceeth_categoryNH White:t,-0.0011606806529469618,3.829263651127121e-4,9.18744923048202,0.002436802398649629,PCRSE402,BMI,raceeth
(Intercept),2.8206394914500827,0.09571747748249634,868.3857229851037,0,PCRSE402,BMI,hospitalization
COHORTunexposed,0.22654460542377852,0.026233227542468613,74.57684347407633,0,PCRSE402,BMI,hospitalization
COHORTexposed,0.2656772064469944,0.0332923225907295,63.68254393216945,1.4432899320127035e-15,PCRSE402,BMI,hospitalization
hospitalization,-0.4028620259372737,0.10217871031663935,15.545039547366104,8.056275354839659e-5,PCRSE402,BMI,hospitalization
t,2.793360206876681e-4,7.123368862398042e-5,15.377403736261904,8.803478175245516e-5,PCRSE402,BMI,hospitalization
lb_bmi,0.921724941352447,0.001381938508041094,444861.92971118237,0,PCRSE402,BMI,hospitalization
age,-0.011789646192518308,4.393343611827805e-4,720.130493106571,0,PCRSE402,BMI,hospitalization
antihypertensives,0.08444462045912841,0.015629513693623785,29.19127373902975,6.557387000061254e-8,PCRSE402,BMI,hospitalization
nhblack,0.1531567963172007,0.019124887605662208,64.13199700257067,1.1102230246251565e-15,PCRSE402,BMI,hospitalization
hispanic,0.11848010197800567,0.020114403864906736,34.6957681478694,3.854686125848161e-9,PCRSE402,BMI,hospitalization
smoking,0.027823139918064423,0.02492965716052281,1.2456030629252652,0.26439393305804404,PCRSE402,BMI,hospitalization
siteSource2,-0.07545396567289386,0.02783004965570097,7.350826593815293,0.006703192956696413,PCRSE402,BMI,hospitalization
siteSource3,0.2239844157328564,0.03821181623700425,34.35897848539509,4.5828132400060895e-9,PCRSE402,BMI,hospitalization
siteSource4,0.2591611036071975,0.04545405874310829,32.50830334093039,1.18684363448196e-8,PCRSE402,BMI,hospitalization
siteSource5,-0.40904663008170694,0.03882659027141931,110.99083859055044,0,PCRSE402,BMI,hospitalization
siteSource6,-0.27810119783312803,0.10273584774070131,7.327599106950665,0.0067903697656491735,PCRSE402,BMI,hospitalization
siteSource7,0.16551904720225233,0.05580778849514823,8.796427535938923,0.0030182098118081147,PCRSE402,BMI,hospitalization
hba1c,-0.021170028936366114,0.010281099507502093,4.23997970817802,0.03948263892265891,PCRSE402,BMI,hospitalization
serum_creatinine,-0.05681522970532326,0.009108052503843188,38.911545701926556,4.434500544547859e-10,PCRSE402,BMI,hospitalization
hdl,-7.41527971932418e-5,7.602843595188923e-4,0.009512681664784318,0.9223031469475244,PCRSE402,BMI,hospitalization
ldl,2.7915674807700764e-4,3.3232062388585453e-4,0.7056375315481804,0.400895860927316,PCRSE402,BMI,hospitalization
OA,-0.012426527831319032,0.0021814427246342077,32.44979549689894,1.2231182622279846e-8,PCRSE402,BMI,hospitalization
OT,0.011373319337970441,0.0016294446261772943,48.71865097046865,2.954414490830004e-12,PCRSE402,BMI,hospitalization
AV,0.0012431449756726927,9.543178743996935e-4,1.6969046572239417,0.1926932784489228,PCRSE402,BMI,hospitalization
TH,-0.011728199803723088,0.005134399683860958,5.217751194070165,0.022357445164797207,PCRSE402,BMI,hospitalization
IP,-0.040651194554240516,0.007139951989278764,32.41574752694815,1.2447368802348535e-8,PCRSE402,BMI,hospitalization
ED,-0.05007993672004178,0.009389648063782612,28.446504865064377,9.632350139732182e-8,PCRSE402,BMI,hospitalization
OS,-0.016419867257719382,0.026329009387479455,0.3889289265850477,0.5328629412769155,PCRSE402,BMI,hospitalization
IC,-0.0513182026956296,0.09633754696837578,0.28376034802013705,0.5942470770791421,PCRSE402,BMI,hospitalization
NI,-0.02733853290889769,0.02623226398824333,1.086122627261009,0.29733190883641647,PCRSE402,BMI,hospitalization
IS,-0.38880177670052257,0.1267978706860402,9.40226658456307,0.0021671736435175948,PCRSE402,BMI,hospitalization
UN,-0.01488187810484102,0.00472846613097521,9.905466207274273,0.0016478857828283733,PCRSE402,BMI,hospitalization
EI,-0.10775397938897334,0.0157993418103877,46.51453092473385,9.094169861612045e-12,PCRSE402,BMI,hospitalization
COHORTunexposed:hospitalization,-0.278440001531243,0.10443187886852705,7.108812699392196,0.007670589826079932,PCRSE402,BMI,hospitalization
COHORTexposed:hospitalization,-0.1789216642863119,0.1172646883973374,2.3280448925371524,0.12706137445724952,PCRSE402,BMI,hospitalization
COHORTunexposed:t,-6.897104167489713e-4,9.57447426060302e-5,51.89239300333363,5.863087793045452e-13,PCRSE402,BMI,hospitalization
COHORTexposed:t,-2.9951202802385704e-4,1.4103533874157718e-4,4.509959518329786,0.033698038264776464,PCRSE402,BMI,hospitalization
hospitalization:t,2.1974328713460613e-4,3.471243553032692e-4,0.4007384936135429,0.5267081143132393,PCRSE402,BMI,hospitalization
COHORTunexposed:hospitalization:t,3.8607738832956856e-5,3.708028393045245e-4,0.010840832432510895,0.9170746604345695,PCRSE402,BMI,hospitalization
COHORTexposed:hospitalization:t,-6.428152914932999e-5,4.984929613985015e-4,0.016628548351383214,0.8973958446878745,PCRSE402,BMI,hospitalization
