Estimate,SE,dfcom,LCI,UCI,term,exposure,modifier1,modifier2,exposure_value,modifier1_value,modifier2_value,outcome,modifier_var
0.012498822771039336,0.07391813351527392,1177634,-0.13238071891889755,0.15737836446097622,Contrast 2,COHORTexposed,raceeth_categoryHispanic,t,1,1,0,bmi,raceeth_category
-0.05001504999310821,0.0603865884456988,1177634,-0.16837276334667786,0.06834266336046144,Contrast 2,COHORTunexposed,raceeth_categoryHispanic,t,1,1,0,bmi,raceeth_category
-0.3341038134424574,0.06453880759891735,1177634,-0.46059987633633537,-0.20760775054857938,Contrast 2,COHORThistorical,raceeth_categoryNH White,t,1,1,0,bmi,raceeth_category
0.32371880756139393,0.04836735866649832,1177634,0.2289187845750572,0.41851883054773065,Contrast 2,COHORTexposed,raceeth_categoryNH White,t,1,1,0,bmi,raceeth_category
0.2460519030740119,0.03670036876895239,1177634,0.1741191802868652,0.3179846258611586,Contrast 2,COHORTunexposed,raceeth_categoryNH White,t,1,1,0,bmi,raceeth_category
-0.2034439255445934,0.0774992936892002,1177634,-0.35534254117542574,-0.05154530991376102,Contrast 2,COHORThistorical,raceeth_categoryNH Black,t,1,1,0,bmi,raceeth_category
0.33700477766567605,0.0751740734051794,1177634,0.18966359379152442,0.4843459615398277,Contrast 2,COHORTexposed,raceeth_categoryNH Black,t,1,1,0,bmi,raceeth_category
0.2056175924387422,0.060193589669551933,1177634,0.08763815668642042,0.32359702819106395,Contrast 2,COHORTunexposed,raceeth_categoryNH Black,t,1,1,0,bmi,raceeth_category
-0.01774551077591732,0.017139617971042933,1177634,-0.05133916199916147,0.01584814044732683,Contrast 2,COHORThistorical,raceeth_categoryHispanic,t,1,1,100,bmi,raceeth_category
0.0591438883508815,0.0560106261645536,1177634,-0.05063693893164355,0.16892471563340655,Contrast 2,COHORTexposed,raceeth_categoryHispanic,t,1,1,100,bmi,raceeth_category
-0.049441488438296814,0.04689088064543832,1177634,-0.14134761450335592,0.04246463762676229,Contrast 2,COHORTunexposed,raceeth_categoryHispanic,t,1,1,100,bmi,raceeth_category
-0.27682764062964116,0.051651543152046286,1177634,-0.37806466520765186,-0.17559061605163045,Contrast 2,COHORThistorical,raceeth_categoryNH White,t,1,1,100,bmi,raceeth_category
0.25429580784653993,0.03553239665675895,1177634,0.18465231039929242,0.32393930529378745,Contrast 2,COHORTexposed,raceeth_categoryNH White,t,1,1,100,bmi,raceeth_category
0.16356081018434698,0.028894986884699967,1177634,0.10692663589033505,0.22019498447835892,Contrast 2,COHORTunexposed,raceeth_categoryNH White,t,1,1,100,bmi,raceeth_category
-0.13937759716787748,0.06270799614602313,1177634,-0.26228526961408283,-0.016469924721672163,Contrast 2,COHORThistorical,raceeth_categoryNH Black,t,1,1,100,bmi,raceeth_category
0.30154364398935135,0.05565380812526213,1177634,0.19246218006383758,0.4106251079148651,Contrast 2,COHORTexposed,raceeth_categoryNH Black,t,1,1,100,bmi,raceeth_category
0.12641187461910672,0.04877816996423295,1177634,0.030806661489210144,0.2220170877490033,Contrast 2,COHORTunexposed,raceeth_categoryNH Black,t,1,1,100,bmi,raceeth_category
-0.4028620259372737,0.10217871031663935,1230591,-0.6031322981578868,-0.2025917537166606,Contrast 2,COHORThistorical,hospitalization,t,1,1,0,bmi,hospitalization_category
0.08675554216068249,0.11238120240873686,1230591,-0.13351161456044175,0.3070226988818067,Contrast 2,COHORTexposed,hospitalization,t,1,1,0,bmi,hospitalization_category
-0.051895396107464464,0.10124531070933321,1230591,-0.25033620509775756,0.14654541288282863,Contrast 2,COHORTunexposed,hospitalization,t,1,1,0,bmi,hospitalization_category
0,0,1230591,0,0,Contrast 2,COHORThistorical,,t,1,1,0,bmi,hospitalization_category
0.2656772064469944,0.0332923225907295,1230591,0.20042425416916457,0.33093015872482423,Contrast 2,COHORTexposed,,t,1,1,0,bmi,hospitalization_category
0.22654460542377852,0.026233227542468613,1230591,0.17512747944054005,0.277961731407017,Contrast 2,COHORTunexposed,,t,1,1,0,bmi,hospitalization_category
-0.3808876972238131,0.08282962326243347,1230591,-0.5432337588181827,-0.2185416356294435,Contrast 2,COHORThistorical,hospitalization,t,1,1,100,bmi,hospitalization_category
0.05037618644336379,0.08683316449327287,1230591,-0.11981681596345103,0.2205691888501786,Contrast 2,COHORTexposed,hospitalization,t,1,1,100,bmi,hospitalization_category
-0.11700566389906591,0.08165704470509995,1230591,-0.2770534715210618,0.04304214372292997,Contrast 2,COHORTunexposed,hospitalization,t,1,1,100,bmi,hospitalization_category
0.02793360206876681,0.0071233688623980424,1230591,0.013971799098466646,0.041895405039066975,Contrast 2,COHORThistorical,,t,1,1,100,bmi,hospitalization_category
0.2357260036446087,0.025571805304314476,1230591,0.18560526524815232,0.2858467420410651,Contrast 2,COHORTexposed,,t,1,1,100,bmi,hospitalization_category
0.15757356374888137,0.02054814814579665,1230591,0.11729919338311993,0.1978479341146428,Contrast 2,COHORTunexposed,,t,1,1,100,bmi,hospitalization_category
